,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,label1,label2,tweet_counts,user_counts,gpt_label,manual_label,is_gt
10,3416046,169819,retweet,2d06d0db2f0096b5ba50e68e668a407425e5e2dfd8aad8ddde6ceae3884c09e1,"RT @ivan_8848 The US military vessels and aircraft conduct frequent close-in reconnaissance on China, including 657 sorties last year y 64 in January this year in the South China Sea alone. Beijing reveals US as 'NO.1 spy empire' that spies extensively, non-discriminately, even on allies https://t.co/TKNrRqOhZs",,1676324130,Twitter,,aircraft allies beijing china china close conduct discriminately empire extensively frequent including january military reconnaissance reveals rt sea sorties south spies spy vessels year year,25,us_military,,73,35,opposing,,0
11,4244269,169819,retweet,27226451e8d589958369045a8b6977f794d8f786aaad9caf2369abb93e8ce322,RT @janisfrayer This was my view of a Chinese J11 fighter jet about 500ft off the wing of a U.S. Navy surveillance plane…that was intercepted today over the South China Sea after stern radio warnings from #China’s PLA. We’ll take you on board the P8 on @NBCNightlyNews @NBCNews… https://t.co/knbl4CC7V9,,1677362100,Twitter,,500ft board china china chinese fighter intercepted j11 jet ll navy p8 pla plane radio rt sea south stern surveillance today view warnings wing,24,us_military,,73,35,neutral,neutral,1
12,6918718,20656,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677485669,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,10,neutral,,0
13,6697348,28859,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677452566,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,33,neutral,,0
14,5316095,28859,retweet,a410c87f83d8d21eb0d5fe1f54443d2ac519b71476439acade0d17ed41ed8909,"RT @Spriter99880 Large-scale naval exercises by the US, Taiwan, France and Australia, South Korea, Japan and the Philippines are taking place in the Pacific Ocean.They are closely followed by the Chinese and Russian navies. https://t.co/hzpA6bXz9O",,1682670281,Twitter,,australia chinese closely exercises france japan korea large naval navies ocean pacific philippines place rt russian scale south taiwan taking,20,us_military,,430,33,neutral,,0
15,6575073,28859,retweet,96b9cfb07c33690a0f5f1af5d13f4eaa819d54e4535c227626c0a7722d37bdea,RT @medeabenjamin Unbelievable arrogance of US Navy challenging China’s “unlawful and sweeping maritime claims in the South China Sea.” Hello?!? It’s the South CHINA Sea!!! #ChinaIsNotOurEnemy https://t.co/BGvhGeLUJj via @asiatimesonline,,1681105368,Twitter,,arrogance challenging china china china claims maritime navy rt sea sea south south sweeping unbelievable unlawful,16,us_military,,328,33,opposing,,0
16,3696210,28859,retweet,1d5bf1acb3b3fcc92ed57d9e97b92f90f2f5f1b6bc5608d88a0674853ea9780a,"RT @ricwe123 So this bullshit CNN reporter steps on a US navy plane. He is then flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂😂 https://t.co/cyhRzSO3cu",,1677578738,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts steps,17,us_military,,127,33,neutral,,0
17,2574677,28859,retweet,b08b92f7ba8d3f1ca4f002ae9f602be56117d84034a9aeb6f050a04ec5846869,"RT @wallacemick As the #US gains access to 4 new Military Bases in the #Philippines - another aggressive move against #China - Renato Reyes Jr, Sec Gen of the Bayan Coalition said - 'The US presence itself inflicts harm, regardless of whether it leads to War' - ""It violates our Sovereignty""...",,1680921178,Twitter,,access aggressive bases bayan china coalition gains gen harm inflicts jr leads military move presence renato reyes rt sec sovereignty violates war,22,us_military,,256,33,opposing,,0
18,4106900,28859,retweet,e77f22b847940942b8a43cd7e8d1635a9c3a7654e5349daf15b6e894b0e7d83b,RT @apocalypse0s 🇺🇸🇵🇭 US-Philippines largest-ever military drills met with fierce local protests against the increasing military presence of the US in the Philippines and warnings from observers of jeopardizing regional stability. https://t.co/2wiJuClSej,,1681309625,Twitter,,drills fierce increasing jeopardizing largest local met military military observers philippines philippines presence protests regional rt stability warnings,18,us_military,,13,33,opposing,,0
19,3729649,156328,retweet,f41826abe79b260b92284544d1bc649ff7b900ff15e046ea79d0d0ef7e8009c5,RT @EndGameWW3 USS Nimitz holds drills in South China Sea https://t.co/UFS3UPDQA0,,1676228876,Twitter,,china drills holds nimitz rt sea south uss,8,us_military,,14,8,supportive,neutral,1
20,6051740,75877,retweet,a410c87f83d8d21eb0d5fe1f54443d2ac519b71476439acade0d17ed41ed8909,"RT @Spriter99880 Large-scale naval exercises by the US, Taiwan, France and Australia, South Korea, Japan and the Philippines are taking place in the Pacific Ocean.They are closely followed by the Chinese and Russian navies. https://t.co/hzpA6bXz9O",,1682666395,Twitter,,australia chinese closely exercises france japan korea large naval navies ocean pacific philippines place rt russian scale south taiwan taking,20,us_military,,430,9,neutral,,0
21,6537864,378211,retweet,26a60fbefeb33993518a811102b75aab89495e66be43a979b59d183917ef3628,RT @Somali_ICS Say hello to Mutfa Ali! The first Chinese Uyghur pilot of the Xian H-6K bomber — nuclear strike capable for the PLAAF. Ali is part of the PLA Airforce branch responsible for patrolling the South China Sea & engages dangerous missions to intercept intruding jets. #Xinjiang #Uyghur https://t.co/8jW2plbOlu,,1687293524,Twitter,,6k airforce ali ali bomber branch capable china chinese dangerous engages intercept intruding jets missions mutfa nuclear part patrolling pilot pla plaaf responsible rt sea south strike uyghur xian,29,us_military,,40,26,opposing,neutral,1
22,4509617,69734,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677465614,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,13,neutral,,0
23,971976,924792,retweet,e77f22b847940942b8a43cd7e8d1635a9c3a7654e5349daf15b6e894b0e7d83b,RT @apocalypse0s 🇺🇸🇵🇭 US-Philippines largest-ever military drills met with fierce local protests against the increasing military presence of the US in the Philippines and warnings from observers of jeopardizing regional stability. https://t.co/2wiJuClSej,,1681277313,Twitter,,drills fierce increasing jeopardizing largest local met military military observers philippines philippines presence protests regional rt stability warnings,18,us_military,,13,7,opposing,,0
24,3570510,20848,retweet,e5b28d0125ea674dff783a226c36bfaa813d7f69c60be69701f947ae1ac2dae6,RT @disclosetv NEW - Chinese fighter jet intercepted a U.S. Air Force plane over the South China Sea on May 26 — Pentagon https://t.co/rHXy0IuAo9,,1685478522,Twitter,,air china chinese fighter force intercepted jet pentagon plane rt sea south,12,us_military,,745,15,opposing,,0
25,3541292,20848,retweet,69707510bb184b95907478e895156a8015cea33af2792b08076efeee3c65b644,"RT @berningman16 Why is the US Air Force flying over the South China Sea? It's over 7,000 miles away from the United States. Why don't we just stay on our side of the world & mind our own business?",,1685507890,Twitter,,000 air business china flying force miles mind rt sea side south states stay united world,16,us_military,,40,15,opposing,neutral,1
26,3131250,765828,retweet,1e6980e5ff5285ad2a7e7db1b87b2f275ad78b21b09a481e47fa52105c8214f8,"RT @dwnews The Philippine Coast Guard has accused China's coast guard of shining a ""military-grade laser light"" at one of its ships in the disputed South China Sea. https://t.co/aJMLu4LbK6",,1676269521,Twitter,,accused china china coast coast disputed grade guard guard laser light military philippine rt sea shining ships south,18,us_military,,17,14,opposing,supportive,1
27,4479355,765828,retweet,e5b28d0125ea674dff783a226c36bfaa813d7f69c60be69701f947ae1ac2dae6,RT @disclosetv NEW - Chinese fighter jet intercepted a U.S. Air Force plane over the South China Sea on May 26 — Pentagon https://t.co/rHXy0IuAo9,,1685479784,Twitter,,air china chinese fighter force intercepted jet pentagon plane rt sea south,12,us_military,,745,14,opposing,,0
28,2611527,40376,retweet,66dc03cb2cf1df4470cad7ae15f58ec917f329f2c5c5665400e97e4d7c30ce0d,RT @thonwingp Philippine leader Marcos broke a pledge to stay “balanced” in the US-China faceoff by allowing 4 new US military bases in his country. He thus betrayed Filipinos by pulling them into any superpower war. The neighbors have noticed - and wonder if he’s betrayed all Southeast Asia. https://t.co/4q1P8Nu0CB,,1681639107,Twitter,,allowing asia balanced bases betrayed betrayed broke china country faceoff filipinos leader marcos military neighbors noticed philippine pledge pulling rt southeast stay superpower war,24,us_military,,22,35,opposing,,0
29,342452,42221,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677573502,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,9,neutral,,0
30,878383,62270,retweet,a410c87f83d8d21eb0d5fe1f54443d2ac519b71476439acade0d17ed41ed8909,"RT @Spriter99880 Large-scale naval exercises by the US, Taiwan, France and Australia, South Korea, Japan and the Philippines are taking place in the Pacific Ocean.They are closely followed by the Chinese and Russian navies. https://t.co/hzpA6bXz9O",,1682718046,Twitter,,australia chinese closely exercises france japan korea large naval navies ocean pacific philippines place rt russian scale south taiwan taking,20,us_military,,430,14,neutral,,0
31,6475517,200754,retweet,1d5bf1acb3b3fcc92ed57d9e97b92f90f2f5f1b6bc5608d88a0674853ea9780a,"RT @ricwe123 So this bullshit CNN reporter steps on a US navy plane. He is then flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂😂 https://t.co/cyhRzSO3cu",,1677583846,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts steps,17,us_military,,127,10,neutral,,0
32,5909471,1130729,retweet,8d8605130df27a38951ac362cbe07fabe2e0f98df9ba8e4513ef60df93f6c5d9,"RT @vicktop55 The US has a great interest in the region from the Pacific Ocean to the South China Sea - SkyNews. They won't be able to stop China if it wants to take Taiwan back, but they will try to wreak havoc in the region. Okinawa is not too far from Taiwan, there are 32 US military… https://t.co/SMMkkx7MXg",,1681017829,Twitter,,back china china great havoc interest military ocean okinawa pacific region region rt sea skynews south stop taiwan taiwan wreak,20,us_military,,76,9,neutral,neutral,1
33,218769,218768,retweet,a410c87f83d8d21eb0d5fe1f54443d2ac519b71476439acade0d17ed41ed8909,"RT @Spriter99880 Large-scale naval exercises by the US, Taiwan, France and Australia, South Korea, Japan and the Philippines are taking place in the Pacific Ocean.They are closely followed by the Chinese and Russian navies. https://t.co/hzpA6bXz9O",,1682687817,Twitter,,australia chinese closely exercises france japan korea large naval navies ocean pacific philippines place rt russian scale south taiwan taking,20,us_military,,430,12,neutral,,0
34,7194265,89751,retweet,a410c87f83d8d21eb0d5fe1f54443d2ac519b71476439acade0d17ed41ed8909,"RT @Spriter99880 Large-scale naval exercises by the US, Taiwan, France and Australia, South Korea, Japan and the Philippines are taking place in the Pacific Ocean.They are closely followed by the Chinese and Russian navies. https://t.co/hzpA6bXz9O",,1682725231,Twitter,,australia chinese closely exercises france japan korea large naval navies ocean pacific philippines place rt russian scale south taiwan taking,20,us_military,,430,10,neutral,,0
35,1596821,874132,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677431594,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,10,neutral,,0
36,1276047,29205,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677424110,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,44,neutral,,0
37,3445560,29205,retweet,a410c87f83d8d21eb0d5fe1f54443d2ac519b71476439acade0d17ed41ed8909,"RT @Spriter99880 Large-scale naval exercises by the US, Taiwan, France and Australia, South Korea, Japan and the Philippines are taking place in the Pacific Ocean.They are closely followed by the Chinese and Russian navies. https://t.co/hzpA6bXz9O",,1682675686,Twitter,,australia chinese closely exercises france japan korea large naval navies ocean pacific philippines place rt russian scale south taiwan taking,20,us_military,,430,44,neutral,,0
38,3467229,29205,retweet,1d5bf1acb3b3fcc92ed57d9e97b92f90f2f5f1b6bc5608d88a0674853ea9780a,"RT @ricwe123 So this bullshit CNN reporter steps on a US navy plane. He is then flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂😂 https://t.co/cyhRzSO3cu",,1677580193,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts steps,17,us_military,,127,44,neutral,,0
39,2338337,29205,retweet,2b29c46d1d3b5bacb6764c88a49fb9c7ebbfb10b61a6c3b2db238a2cbd994bfa,"RT @SpokespersonCHN FACT 10: Close-in reconnaissance on China over the South China Sea, including using fake civilian identification codes https://t.co/7y8dY3agHS",,1677576803,Twitter,,10 china china civilian close codes fact fake identification including reconnaissance rt sea south,14,us_military,,111,44,opposing,,0
40,1024239,29205,retweet,b08b92f7ba8d3f1ca4f002ae9f602be56117d84034a9aeb6f050a04ec5846869,"RT @wallacemick As the #US gains access to 4 new Military Bases in the #Philippines - another aggressive move against #China - Renato Reyes Jr, Sec Gen of the Bayan Coalition said - 'The US presence itself inflicts harm, regardless of whether it leads to War' - ""It violates our Sovereignty""...",,1680939603,Twitter,,access aggressive bases bayan china coalition gains gen harm inflicts jr leads military move presence renato reyes rt sec sovereignty violates war,22,us_military,,256,44,opposing,,0
41,5695390,72987,retweet,a728c7d3244378f56addd50dc136ddac0afb9d3e66be16f4d59bcbad613ef716,RT @thonwingp Resistance is growing in the Philippines to the decision by Marcos to align with US plans for war against China. Marcos approved 4 new US military bases in his country - reneging on a pledge to be “balanced.” The Philippines would become a Chinese target if war breaks out. https://t.co/KlQ5UPqBft,,1681204386,Twitter,,align approved balanced bases breaks china chinese country decision growing marcos marcos military philippines philippines plans pledge reneging resistance rt target war war,23,us_military,,38,29,opposing,opposing,1
42,6865191,72987,retweet,7a197104c2cc1d2604de4075ab0c14906eb20460775eeaae093b665ac868fa9b,RT @AniR113 It's a wonder why Western propaganda keeps hammering about evil China in South China Sea when there are so many other countries claiming it too. https://t.co/JEWvpNnI3a,,1684631047,Twitter,,china china claiming countries evil hammering propaganda rt sea south western,11,us_military,,10,29,neutral,,0
43,4838692,158404,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677428557,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,8,neutral,,0
44,4109935,25768,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677428580,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,15,neutral,,0
45,952805,42681,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677488201,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,20,neutral,,0
46,6714362,131,retweet,db0d2fcd9f0f00d3922af29d144588dd3dbbab9e55720e834e31bde9a53c6707,RT @Faytuks Two Chinese coast guard ships and two militia vessels tailed a Philippine warship on February 1st near Mischief Reef in the South China Sea -- Bloomberg,,1675574408,Twitter,,1st bloomberg china chinese coast february guard militia mischief philippine reef rt sea ships south tailed vessels warship,18,us_military,,66,29,opposing,,0
47,4352599,12234,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677427849,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,59,neutral,,0
48,1626927,12234,retweet,96b9cfb07c33690a0f5f1af5d13f4eaa819d54e4535c227626c0a7722d37bdea,RT @medeabenjamin Unbelievable arrogance of US Navy challenging China’s “unlawful and sweeping maritime claims in the South China Sea.” Hello?!? It’s the South CHINA Sea!!! #ChinaIsNotOurEnemy https://t.co/BGvhGeLUJj via @asiatimesonline,,1681112564,Twitter,,arrogance challenging china china china claims maritime navy rt sea sea south south sweeping unbelievable unlawful,16,us_military,,328,59,opposing,,0
49,868009,12234,retweet,b1709ee7d737dda83ff7a746612850362db11f69333d51170067a65c149658ee,RT @nxt888 The apple doesn't fall far from the tree. Marcos Jr. is following in his daddy's footsteps by cozying up to the US military and allowing them to build facilities on Philippine soil to prepare for a war with China. How charming. But let's not forget about the past. Vietnam still…,,1683278771,Twitter,,allowing apple build charming china cozying daddy facilities fall footsteps forget jr marcos military past philippine prepare rt soil tree vietnam war,22,us_military,,59,59,opposing,opposing,1
50,3199604,12234,retweet,2d06d0db2f0096b5ba50e68e668a407425e5e2dfd8aad8ddde6ceae3884c09e1,"RT @ivan_8848 The US military vessels and aircraft conduct frequent close-in reconnaissance on China, including 657 sorties last year y 64 in January this year in the South China Sea alone. Beijing reveals US as 'NO.1 spy empire' that spies extensively, non-discriminately, even on allies https://t.co/TKNrRqOhZs",,1676320651,Twitter,,aircraft allies beijing china china close conduct discriminately empire extensively frequent including january military reconnaissance reveals rt sea sorties south spies spy vessels year year,25,us_military,,73,59,opposing,,0
51,4720722,12234,retweet,a728c7d3244378f56addd50dc136ddac0afb9d3e66be16f4d59bcbad613ef716,RT @thonwingp Resistance is growing in the Philippines to the decision by Marcos to align with US plans for war against China. Marcos approved 4 new US military bases in his country - reneging on a pledge to be “balanced.” The Philippines would become a Chinese target if war breaks out. https://t.co/KlQ5UPqBft,,1681180015,Twitter,,align approved balanced bases breaks china chinese country decision growing marcos marcos military philippines philippines plans pledge reneging resistance rt target war war,23,us_military,,38,59,opposing,opposing,1
52,1870017,149395,retweet,1d5bf1acb3b3fcc92ed57d9e97b92f90f2f5f1b6bc5608d88a0674853ea9780a,"RT @ricwe123 So this bullshit CNN reporter steps on a US navy plane. He is then flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂😂 https://t.co/cyhRzSO3cu",,1677632955,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts steps,17,us_military,,127,18,neutral,,0
53,1347370,149395,retweet,b08b92f7ba8d3f1ca4f002ae9f602be56117d84034a9aeb6f050a04ec5846869,"RT @wallacemick As the #US gains access to 4 new Military Bases in the #Philippines - another aggressive move against #China - Renato Reyes Jr, Sec Gen of the Bayan Coalition said - 'The US presence itself inflicts harm, regardless of whether it leads to War' - ""It violates our Sovereignty""...",,1680929936,Twitter,,access aggressive bases bayan china coalition gains gen harm inflicts jr leads military move presence renato reyes rt sec sovereignty violates war,22,us_military,,256,18,opposing,,0
54,2355984,49921,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677468838,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,14,neutral,,0
55,1833004,187290,retweet,a410c87f83d8d21eb0d5fe1f54443d2ac519b71476439acade0d17ed41ed8909,"RT @Spriter99880 Large-scale naval exercises by the US, Taiwan, France and Australia, South Korea, Japan and the Philippines are taking place in the Pacific Ocean.They are closely followed by the Chinese and Russian navies. https://t.co/hzpA6bXz9O",,1682666516,Twitter,,australia chinese closely exercises france japan korea large naval navies ocean pacific philippines place rt russian scale south taiwan taking,20,us_military,,430,29,neutral,,0
56,6587326,35829,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677425663,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,23,neutral,,0
57,953030,94493,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677432203,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,6,neutral,,0
58,1071801,521588,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1678034858,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,10,neutral,,0
59,6509714,222413,retweet,2c99c8566e2375fb4667aae290f2e588300ac9668e760d56b7e45f3ede0f419f,"RT @ricwe123 So this bullshit CNN reporter is on a US navy plane. Flying all the way to the South China Sea and starts complaining. ""Why is this Chinese jet in such a close proximity"" 😂😂😂😂 https://t.co/wSMpdXvWvQ",,1677437505,Twitter,,bullshit china chinese close cnn complaining flying jet navy plane proximity reporter rt sea south starts,16,us_military,,1380,16,neutral,,0
